CCTV央视,#genre#
TVB翡翠,http://116.199.5.51:8114/index.m3u8?Fsv_chan_hls_se_idx=188&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=&Pcontent_id=.m3u8
TVB翡翠,http://116.199.5.51:8114/00000000/2e368e04c76446bc9d30ca7a9f934dae/index.m3u8?Fsv_cid=1034&Fsv_chan_hls_se_idx=188&Fsv_ctype=LIVES&version=9&Fsv_rate_id=1&Fsv_otype=1&FvSeid=5abd1660af1babb4&Pcontent_id=7f88be5fb6fd426494f6aa240f1dc7a9&Provider_id=0000000
TVB翡翠,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=188&Fsv_rate_id=1&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv
TVB明珠,http://kkmix1.f3322.net:825/hls/ch1/s.m3u8
无线财经,http://kkmix1.f3322.net:825/hls/ch2/s.m3u8
TVB明珠,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=12&Fsv_rate_id=1&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_
TVB明珠,http://nettvpro.live/hls/zjkp.php?id=12
J2,http://kkmix1.f3322.net:762/hls/ch1/s.m3u8
无线新闻,http://kkmix1.f3322.net:762/hls/ch2/s.m3u8
星空卫视,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=233&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
星空卫视,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=234&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
星空卫视,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Pcontent_id=&Provider_id=&Fsv_chan_hls_se_idx=233
凤凰中文,http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221228057/index.m3u8	
凤凰中文,http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221228057/index.m3u8$JS	
凤凰中文,http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221228057/index.m3u8$JS1080P	
凤凰资讯,http://223.110.235.4/ott.js.chinamobile.com/PLTV/3/224/3221228098/index.m3u8
凤凰资讯,http://223.110.235.13/ott.js.chinamobile.com/PLTV/3/224/3221228098/index.m3u8$JS	
凤凰资讯,http://223.110.235.13/ott.js.chinamobile.com/PLTV/3/224/3221228098/index.m3u8$JS1080P	
凤凰香港,http://223.110.236.2/ott.js.chinamobile.com/PLTV/3/224/3221228060/index.m3u8	
凤凰香港,http://223.110.236.2/ott.js.chinamobile.com/PLTV/3/224/3221228060/index.m3u8$JS	
凤凰香港,http://223.110.236.2/ott.js.chinamobile.com/PLTV/3/224/3221228060/index.m3u8$JS1080P
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8
凤凰资讯,https://zb.ios.ifeng.com/live/05QGCOB3T34/index.m3u8
凤凰电影台,http://218.202.220.2:5000/nn_live.ts?id=NEWSASIA
香港HKS,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
天映经典HD,http://50.7.161.82:8278/streams/d/Celestial2/playlist.m3u8
天映电影HD,http://50.7.161.82:8278/streams/d/celestial_pye/playlist.m3u8
TVB星河,http://50.7.161.82:8278/streams/d/Xinhe/./playlist.m3u8
TVB星河,http://50.7.161.82:8278/streams/d/Xinhe/playlist.m3u8
TVBL,https://edge6a.v2h-cdn.com/RE_HD/TVB_HD.stream_720p/playlist.m3u8
经典功夫台,http://103.140.229.13/BOBO/bibi.php?id=21715386
经典功夫台,http://ftp9524803.host166.gotoip4.cn/bilibili.php?id=21715386
TVB18台,http://p2.weizan.cn/1646497941/712785126593746681/live.m3u8
美亚电影,http://iptv5.phoves.com.cn/mytv/mitv.php?id=2
C+,http://gslbmeiah.cdn.hk.chinamobile.com/livehls/MOB-U1-NO/03.m3u8
C+,http://gslbmeiah.cdn.hk.chinamobile.com/livehls/MOB-U1-NO/index.m3u8
韩国娱乐台,http://93.190.139.36:8278/streams/d/chcaction/playlist.m3u8
星影卫视,http://data.3g.yy.com/live/hls/29900720/29900720
星卫娱乐台,rtmp://45.88.148.178/channel/60b4e50239e1b02e8b910d3c
靖天电影台,rtmp://45.92.126.226/channel/60b4e50239e1b02e8b910d58
靖天日本台,rtmp://45.92.126.226/channel/60b4e50239e1b02e8b910d54
靖天综合台,rtmp://45.92.126.226/channel/60b4e50239e1b02e8b910d50
靖天映画,rtmp://45.92.126.226/channel/60c34395961593122ebaf994
靖天映画,rtmp://45.92.126.226/channel/60c34395961593122ebaf994?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplghWqWFa%2FRw3tGNF7vys%2FTXdbZnOLUpq%2FTXdZnOLUpYq2
靖天欢乐台,rtmp://45.88.148.178/channel/60c343c5961593122ebaf996
靖洋卡通台,rtmp://45.88.148.178/channel/60c344bf961593122ebaf9a0
靖天综合台,rtmp://45.92.126.226/channel/60b4e50239e1b02e8b910d50?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplghWqWFa%2FRw3tGNF7vys%2FTXdbrZnOLDOG%
靖天日本台,rtmp://45.92.126.226/channel/60b4e50239e1b02e8b910d54?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplghWqWFa%2FRw3tGNF7vys%2FTXDbrZnOLDOG%
靖天电影台,rtmp://45.92.126.226/channel/60b4e50239e1b02e8b910d58?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplghWqWFa%2FRw3tGNF7vys%2FTXdbrZnOLDOG%
私人影院,rtmp://45.88.148.178/channel/610006dcf0618408855f36bd
thrill,rtmp://45.92.126.226/channel/60c30d59961593122ebaf8e6
HBO原创,rtmp://45.92.126.226/channel/60c2f6ca961593122ebaf8dc
HBO强档,rtmp://45.92.126.226/channel/60b4e50239e1b02e8b910cce
FOX MOVIES,rtmp://45.92.126.226/channel/60b4e50239e1b02e8b910ca8
天映经典频道,rtmp://45.88.148.178/channel/61002e1ff0618408855f3711
CATCHPLAY电影台,rtmp://45.88.148.178/channel/60b4e50239e1b02e8b910d2
东森戏剧,rtmp://45.92.126.226/channel/60b4e50239e1b02e8b910d88
东森戏剧,rtmp://45.92.126.226/channel/60b4e50239e1b02e8b910d88?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplghWqWFa%2FRw3tGNF7vys%2FTXDbrZnOLUpog%2FTXBYZnOLUpog%
光影欧洲,rtmp://45.88.148.178/channel/60c2f712961593122ebaf8de
TVB星河(粤语),rtmp://45.92.126.226/channel/60b4e50239e1b02e8b910d7a
动物星球,rtmp://45.92.126.226/channel/60b4e50239e1b02e8b910d6c?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplghWqWFa%2FRw3tGNF7vys%2FTXdZnBOLUPOG2
动物星球,rtmp://45.92.126.226/channel/60b4e50239e1b02e8b910d6c
国家地理,rtmp://45.92.126.226/channel/60b4e50239e1b02e8b910ca6
探索频道,rtmp://45.92.126.226/channel/60b4e50239e1b02e8b910d6e
探索频道,rtmp://45.92.126.226/channel/60b4e50239e1b02e8b910d6e?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplghWqWFa%2FRw3tGNF7vys%2FTXdBAncOLDqY
探索科学,rtmp://45.92.126.226/channel/60b4e50239e1b02e8b910d72
探索动力,rtmp://45.88.148.178/channel/60b4e50239e1b02e8b910d74
爱尔达体育1,rtmp://45.92.126.226/channel/60b4e50239e1b02e8b910cb4
ELEVEN2,rtmp://45.92.126.226/channel/60b4e50239e1b02e8b910d62
纬来育乐,rtmp://45.92.126.226/channel/60c31357961593122ebaf8f8
博斯高球2,rtmp://45.92.126.226/channel/60b4e50239e1b02e8b910cd0
KIX,rtmp://45.88.148.178/channel/60c30db3961593122ebaf8e8
凤凰中文,rtmp://45.88.148.178/channel/60c2f428961593122ebaf8c9
凤凰资讯,rtmp://45.88.148.178/channel/60c2f46e961593122ebaf8cb
凤凰香港,rtmp://45.88.148.178/channel/60c2f331961593122ebaf8c7
CNBC亚洲财经,rtmp://45.92.126.226/channel/60b4e50239e1b02e8b910d44
BBC WORLD NEWS,rtmp://45.92.126.226/channel/60b4e50239e1b02e8b910d42
NHK,rtmp://45.88.148.178/channel/60c2f4fb961593122ebaf8d0
CNA,rtmp://45.88.148.178/channel/60c2f49c961593122ebaf8cd
NHK WORLD JAPAN,rtmp://45.88.148.178/channel/60c2f52d961593122ebaf8d2
euro news,rtmp://45.92.126.226/channel/61002dbef0618408855f370f
TV5MONDE ASIE,rtmp://45.88.148.178/channel/60c2f5bb961593122ebaf8d4
好消息,rtmp://45.88.148.178/channel/60c31888961593122ebaf912
好消息2,rtmp://45.92.126.226/channel/60b4e50239e1b02e8b910d82
中视新闻,rtmp://45.92.126.226/channel/60c316c5961593122ebaf900
中视新闻,rtmp://45.92.126.226/channel/60c316c5961593122ebaf900?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplghWqWFa%2FRw3tGNF7vys%2FTXdZnOLDqY
中视经典,rtmp://45.88.148.178/channel/60c31708961593122ebaf902
民视,rtmp://45.92.126.226/channel/60c317bd961593122ebaf90a
公视2,rtmp://45.92.126.226/channel/60c31796961593122ebaf908?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplghWqWFa%2FRw3tGNF7vys%2FTXdbZnOLDBog%2FTXdZnOLDq3
公视3,rtmp://45.88.148.178/channel/60b4e50239e1b02e8b910c3e
台视新闻,rtmp://45.88.148.178/channel/61003bbcf0618408855f374c?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplghWqWFa%2FRw3tGNF7vys%2FTXdBAnc%2BYbrUpogDq3MZnOL
台视新闻,rtmp://45.88.148.178/channel/61003bbcf0618408855f374c?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplghWqWFa%2FRw3tGNF7vys%2FTXdZnBOLDPog%2FTXdZnOLUpmg2F
台视新闻,rtmp://45.88.148.178/channel/61003bbcf0618408855f374c
台视财经,rtmp://45.92.126.226/channel/60b4e50239e1b02e8b910c48
寰宇财经台,rtmp://45.88.148.178/channel/60b4e50239e1b02e8b910d4e
JET综合,rtmp://45.88.148.178/channel/60b4e50239e1b02e8b910c74
美食星球,rtmp://45.92.126.226/channel/60b4e50239e1b02e8b910d4a
TVBS精采台,rtmp://45.88.148.178/channel/60b4e50239e1b02e8b910cd8
Z频道,rtmp://45.88.148.178/channel/60b4e50239e1b02e8b910d64
华视教育体育文化,rtmp://45.88.148.178/channel/60b4e50239e1b02e8b910c4e
ETtoday 综合台,rtmp://45.92.126.226/channel/60b4e50239e1b02e8b910d3a?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplghWqWFa%2FRw3tGNF7vys%2FTXYdBAgnc
客家频道,rtmp://45.92.126.226/channel/61003b23f0618408855f3748
台视台语台,rtmp://45.92.126.226/channel/60c31796961593122ebaf908
冠军电视台,rtmp://45.92.126.226/channel/611a83133e4da143c015987c
MOD桌面,rtmp://45.92.126.226/channel/60b4e50239e1b02e8b910d3a
海豚综合台,rtmp://45.92.126.226/channel/60b4e50239e1b02e8b910d76

澳门频道,#genre#

澳视澳门,http://103.233.191.133:1935/ch1/ch1.live/playlist.m3u8
澳视澳门,http://103.233.191.134:1935/ch1/ch1.live/playlist.m3u8
澳视葡文,http://103.233.191.132:1935/ch2/ch2.live/playlist.m3u8
澳视葡文,http://103.233.191.133:1935/ch2/ch2.live/playlist.m3u8
澳视葡文,http://103.233.191.134:1935/ch2/ch2.live/playlist.m3u8
澳视卫星,http://103.233.191.132:1935/ch3/ch3.live/playlist.m3u8
澳视卫星,http://103.233.191.133:1935/ch3/ch3.live/playlist.m3u8
澳视卫星,http://103.233.191.134:1935/ch3/ch3.live/playlist.m3u8
澳视体育,http://103.233.191.132:1935/ch4/sport_ch4.live/playlist.m3u8
澳视体育,http://103.233.191.133:1935/ch4/sport_ch4.live/playlist.m3u8
澳视体育,http://103.233.191.134:1935/ch4/sport_ch4.live/playlist.m3u8
澳视资讯,http://103.233.191.133:1935/ch5/info_ch5.live/playlist.m3u8
澳视资讯,http://103.233.191.134:1935/ch5/info_ch5.live/playlist.m3u8
澳视综艺,http://103.233.191.133:1935/ch6/hd_ch6.live/playlist.m3u8
澳视综艺,http://103.233.191.134:1935/ch6/hd_ch6.live/playlist.m3u8
澳视综艺,http://103.233.191.132:1935/ch6/hd_ch6.live/playlist.m3u8
澳视葡文,http://61.244.22.4/ch2/ch2.live/playelist.m3u8
澳门3,http://61.244.22.4/ch3/ch3.live/playelist.m3u8
澳视葡文,http://61.244.22.5/ch2/ch2.live/chunklist_w1632175875.m3u8
澳视葡文,http://61.244.22.4/ch2/ch2.live/index.m3u8
澳视葡文,http://61.244.22.4/ch2/ch2.live/chunklist_w1632175875.m3u8
澳门莲花卫视,http://nettvpro.live/hls/lotustv.php
澳视卫星,http://61.244.22.4/ch3/ch3.live/index.m3u8
澳亚卫视,http://116.199.5.52:8114/index.m3u8?FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=&Pcontent_id=.m3u8&Fsv_chan_hls_se_idx=192
澳亚卫视,http://live.mastvnet.com:800/4rlff1m/live.m3u8
澳门macau,http://124.238.99.44:808/hls/357/index.m3u8
澳亚卫视,http://live.mastvnet.com:800/4rlff1m/1024/live.m3u8
澳亚卫视,http://live.mastvnet.com:800/4rlff1m/a/live.m3u8
澳亚卫视,http://124.238.99.44:808/hls/360/index.m3u8
創世電視,https://cdn.deepcore.online/hlsme/ctv_hk_1080.m3u8
創世電視,https://cdn.deepcore.online/hlsme/ctv_hk.m3u8
港开电视,https://cdn.hkdtmb.com/hls/77/index.m3u8
国际财经,https://cdn.hkdtmb.com/hls/76/index.m3u8

马来西亚,#genre#

Astro AOD,http://50.7.161.82:8277/streams/d/aod_pye/playlist.m3u8
Astro IQIYI,http://50.7.161.82:8277/streams/d/iqiyi_pye/playlist.m3u8
Astro 双星,http://50.7.161.82:8278/streams/d/Shuangxing/playlist.m3u8
Astro 全佳,http://50.7.161.82:8278/streams/d/Quanjia/playlist.m3u8
Astro 小太阳,http://50.7.161.82:8278/streams/d/Xiaotaiyang/playlist.m3u8
Astro 欢喜,http://198.16.106.62:8278/streams/d/Huahee/playlist.m3u8
Astro AEC,http://50.7.161.82:8277/streams/d/aec_pye/playlist.m3u8
Astro Awani,http://50.7.161.82:8278/streams/d/Awani/playlist.m3u8
Drama Sangat,http://50.7.161.82:8278/streams/d/Dsangat/playlist.m3u8
Astro Ria,http://50.7.161.82:8278/streams/d/ria_pye/playlist.m3u8
Astro Prima, http://50.7.161.82:8278/streams/d/Prima/playlist.m3u8
Astro Oasis,http://50.7.161.82:8278/streams/d/Oasis/playlist.m3u8
Astro Citra,http://50.7.161.82:8278/streams/d/Citra/playlist.m3u8
Naura HD,http://50.7.161.82:8278/streams/d/Naura/playlist.m3u8
8TV,http://50.7.161.82:8278/streams/d/TV8/playlist.m3u8
Bernama TV,http://50.7.161.82:8278/streams/d/Bernama/playlist.m3u8
BOO,http://50.7.161.82:8278/streams/d/Boo/playlist.m3u8
NTV 7,http://50.7.161.82:8278/streams/d/Rtmntv7/playlist.m3u8
TV1,http://50.7.161.82:8278/streams/d/TV1/playlist.m3u8
TV2,http://50.7.161.82:8278/streams/d/TV2/playlist.m3u8
TV3,http://50.7.161.82:8278/streams/d/TV3/playlist.m3u8
TV9,http://50.7.161.82:8278/streams/d/TV9/playlist.m3u8
Oh!K hd,http://50.7.161.82:8278/streams/d/Ohk/playlist.m3u8
Sony One50,http://50.7.161.82:8278/streams/d/SetOne/playlist.m3u8
HGTV,http://50.7.161.82:8278/streams/d/HGTV/playlist.m3u8
KBS WORLD,http://50.7.161.82:8278/streams/d/KBS/playlist.m3u8
TVN HD,http://50.7.161.82:8278/streams/d/TVN/playlist.m3u8
HBO Malaysia,http://50.7.161.82:8278/streams/d/Hbo/playlist.m3u8
Celestial天映频道,http://50.7.161.82:8278/streams/d/Celestial/playlist.m3u8
ANIMAL PLANET,http://50.7.161.82:8278/streams/d/AnimalPlanet/playlist.m3u8
NAT GEO wild,http://50.7.161.82:8278/streams/d/Natgeowild/playlist.m3u8
Arena,http://50.7.161.82:8278/streams/d/arena_pye/playlist.m3u8
Sukan,http://50.7.161.82:8278/streams/d/rtm_pye/playlist.m3u8

日本频道,#genre#

NHK,https://nhkw-zh-hlscomp.akamaized.net/8thz5iufork8wjip/playlist.m3u8
GEM,http://210.210.155.35:80/uq2663/h/h19/01.m3u8
NHK,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index_4M.m3u8
Animax Japan (Vietnamese Subs)[1280*720],https://livecdn.fptplay.net/hda3/animaxport_2000.stream/playlist.m3u8
CGNTV Japan[1280*720],http://cgntv-glive.ofsdelivery.net/live/cgntv_jp/playlist.m3u8
New Japan Pro Wrestling World[1280*720],https://aka-amd-njpwworld-hls-enlive.akamaized.net/hls/video/njpw_en/njpw_en_channel01_3/playlist_DVR.m3u8
日本购物1[1280*720],http://stream1.shopch.jp/HLS/out1/prog_index.m3u8
Weather News[1280*720],https://movie.mcas.jp/mcas/smil:wn1.smil/master.m3u8
Animax HD[1280*720],https://livecdn.fptplay.net/hda3/animaxport_hls.smil/chunklist_b2500000.m3u8
AnimaxHD[1280*720],https://livecdn.fptplay.net/hda3/animaxport_2000.stream/.m3u8

韩国频道,#genre#

TJB SBS ,http://1.245.74.5:1935/live/tv/.m3u8
KBS World,https://livecdn.fptplay.net/sdb/kbs_hls.smil/chunklist_b2500000.m3u8
KBC(SBS 光州),http://119.200.131.11:1935/KBCTV/tv/playlist.m3u8
Arirang[1920*1080],http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b3256000_sleng.m3u8
Arirang[1920*1080],http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
Arirang[1920*1080],http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/.m3u8
Arirang[1920*1080],http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
YTN[1920*1080],http://slive.ytn.co.kr/ytn/_definst_/ytn_stream_20190306/playlist.m3u8
국악방송[1920*1080],http://mgugaklive.nowcdn.co.kr/gugakvideo/gugakvideo.stream/playlist.m3u8
춘천MBC(MBC Chuncheon)[1920*1080],https://5c74939c891dc.streamlock.net/live/TV/playlist.m3u8
Arirang[1280*720],http://amdlive.ctnd.com.edgesuite.net/arirang_3ch/smil:arirang_3ch.smil/.m3u8
Arirang[1280*720],http://amdlive-ch03.ctnd.com.edgesuite.net/arirang_3ch/smil:arirang_3ch.smil/chunklist_b1728000_sleng.m3u8
KCTV 광주 CH05[1280*720],http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8
Maeil Business Newspaper[1280*720],rtmp://origin.flive.skcdn.com/mbn-auth1/1000k
MTN[1280*720],http://183.110.27.87/mtnlive/_definst_/720/chunklist.m3u8
NBS Korea Agricultural Broadcasting[1280*720],https://media.joycorp.co.kr:4443/live/live_720p/playlist.m3u8
대전MBC,https://5c482867a8b63.streamlock.net/live/myStream.sdp/playlist.m3u8
여수MBC,https://5c3639aa99149.streamlock.net/live_TV/TV/playlist.m3u8
Jasmin TV,http://109.71.162.112:1935/live/hd.jasminchannel.stream/playlist.m3u8
선거방송[1280*720][1280*720],http://necgokr2-724.acs.wecandeo.com/ms/2528/724/index_1.m3u8

海外频道,#genre#

CNA,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
CNN,http://93.190.139.35:8278/streams/d/cnn_antik/playlist.m3u8
BBC NEWS,http://93.190.139.35:8278/streams/d/bbcworldnews_antik/playlist.m3u8
BBC 1,http://93.190.139.35:8278/streams/d/bbc1_antik/playlist.m3u8
BBC 2,http://93.190.139.35:8278/streams/d/bbc2_antik/playlist.m3u8
BBCWorldNews,http://103.199.161.254/Content/bbcworld/Live/Channel(BBCworld)/index.m3u8
SKYnews,https://skynews2-plutolive-vo.akamaized.net/cdhlsskynewsamericas/1013/05.m3u8

斗鱼电影,#genre#

斗鱼电影1,http://148.70.143.24/cms/yslb/yunshitv/wangyouzhibo/douyu.php?tvplay=925724
斗鱼电影2,http://148.70.143.24/cms/yslb/yunshitv/wangyouzhibo/douyu.php?tvplay=6763930
斗鱼电影3,http://148.70.143.24/cms/yslb/yunshitv/wangyouzhibo/douyu.php?tvplay=122402
斗鱼电影4,http://148.70.143.24/cms/yslb/yunshitv/wangyouzhibo/douyu.php?tvplay=85894
斗鱼电影5,http://148.70.143.24/cms/yslb/yunshitv/wangyouzhibo/douyu.php?tvplay=310926
斗鱼电影6,http://148.70.143.24/cms/yslb/yunshitv/wangyouzhibo/douyu.php?tvplay=263824
斗鱼电影7,http://148.70.143.24/cms/yslb/yunshitv/wangyouzhibo/douyu.php?tvplay=747764
斗鱼电影7,http://dyscdnali1.douyucdn.cn/live/747764rfA3HOpaVl.flv?uuid=
斗鱼电影8,http://148.70.143.24/cms/yslb/yunshitv/wangyouzhibo/douyu.php?tvplay=323876
斗鱼电影9,http://148.70.143.24/cms/yslb/yunshitv/wangyouzhibo/douyu.php?tvplay=20415
斗鱼5,http://dyscdnali1.douyucdn.cn/live/3637778raLSXdOdu.flv?uuid=
斗鱼6,http://dyscdnali1.douyucdn.cn/live/122402rK7MO9bXSq.flv?uuid=
斗鱼电影4,http://dyscdnali1.douyucdn.cn/live/85894rmovieChow.flv?uuid=
斗鱼16,http://dyscdnali1.douyucdn.cn/live/3637726rQLDdfto7.flv?uuid=
斗鱼17,http://dyscdnali1.douyucdn.cn/live/20415rnWbjg6Ex1K.flv?uuid=
斗鱼18,http://dyscdnali1.douyucdn.cn/live/3928r9p0BHMDG.flv?uuid=
斗鱼29,http://dyscdnali1.douyucdn.cn/live/7537296rTdKDixQ0.flv?uuid=
三国斗鱼40,http://dyscdnali1.douyucdn.cn/live/7459925rLzyH2qb0.flv?uuid=
斗鱼54,http://dyscdnali1.douyucdn.cn/live/6763930rQ0VfA1mV.flv?uuid=
国语动漫,http://148.70.143.24/cms/yslb/yunshitv/wangyouzhibo/douyu.php?tvplay=6449849
鬼吹灯,http://148.70.143.24/cms/yslb/yunshitv/wangyouzhibo/douyu.php?tvplay=7701735
老电影,http://epg.112114.xyz/bili/21759196
香港鬼片,http://epg.112114.xyz/bili/193
香港鬼片,http://148.70.143.24/cms/yslb/yunshitv/wangyouzhibo/bilibili.php?tvplay=193
邵氏电影,http://148.70.143.24/cms/yslb/yunshitv/wangyouzhibo/douyu.php?tvplay=4246519
林正英,http://148.70.143.24/cms/yslb/yunshitv/wangyouzhibo/douyu.php?tvplay=218859
斗鱼4K,http://148.70.143.24/cms/yslb/yunshitv/wangyouzhibo/douyu.php?tvplay=9249162
斗鱼4K,http://epg.112114.xyz/douyu/9249162
斗鱼4K,http://080880qazwsx.ve5.aihost10.top/dy.php?id=9249162
斗鱼4K,http://zzy789.xyz/douyu1.php?id=9249162
CHC高清电影,http://39.134.18.68/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/1.m3u8
CHC家庭影院,http://39.134.18.68/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/1.m3u8
CHC动作电影,http://39.134.18.68/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/1.m3u8
CHC高清电影,http://39.134.18.68/PLTV/88888888/224/3221232382/index.m3u8
CHC家庭影院,http://60.255.49.202/live/jbtygqCHCjtyyH265_4000.m3u8
CHC高清电影,http://60.255.49.202/live/lnwsCHC-HDH265_4000.m3u8

虎牙电影,#genre#

凤凰女子特战队,http://121.51.249.99/txdirect.hls.huya.com/src/1524434097-1524434097-6547394591522291712-3048991650-10057-A-0-1.m3u8
陆贞,http://121.51.249.99/txdirect.hls.huya.com/src/1524418059-1524418059-6547325708836798464-3048959574-10057-A-0-1.m3u8
张译,http://121.51.249.99/txdirect.hls.huya.com/src/1524439840-1524439840-6547419257519472640-3049003136-10057-A-0-1.m3u8
战狼,http://121.51.249.99/txdirect.hls.huya.com/src/1524418118-1524418118-6547325962239868928-3048959692-10057-A-0-1-imgplus.m3u8
东方不败,http://121.51.249.99/txdirect.hls.huya.com/src/1394575562-1394575562-5989656430590820352-2789274580-10057-A-0-1.m3u8
神探狄仁杰3,http://121.51.249.99/txdirect.hls.huya.com/src/1394575548-1394575548-5989656370461278208-2789274552-10057-A-0-1-imgplus.m3u8
神探狄仁杰,http://121.51.249.99/txdirect.hls.huya.com/src/1423787855-1423787855-6115122273666990080-2847699166-10057-A-0-1.m3u8
内陆剧1,http://121.51.249.99/txdirect.hls.huya.com/src/1524439855-1524439855-6547419321943982080-3049003166-10057-A-0-1.m3u8
内陆剧2,http://121.51.249.99/txdirect.hls.huya.com/src/1394575549-1394575549-5989656374756245504-2789274554-10057-A-0-1.m3u8
张艺谋,http://121.51.249.99/txdirect.hls.huya.com/src/1448738174-1448738174-6222283077796757504-2847699112-10057-A-0-1.m3u8
小时代,http://121.51.249.99/txdirect.hls.huya.com/src/1420969427-1420969427-6103017217580859392-2847687524-10057-A-0-1.m3u8
虎符传,http://121.51.249.99/txdirect.hls.huya.com/src/1394575537-1394575537-5989656323216637952-2789274530-10057-A-0-1.m3u8
天下第一,http://121.51.249.99/txdirect.hls.huya.com/src/1524434076-1524434076-6547394501327978496-3048991608-10057-A-0-1.m3u8
神雕侠侣,http://121.51.249.99/txdirect.hls.huya.com/src/1423787869-1423787869-6115122333796532224-2847699194-10057-A-0-1-imgplus.m3u8
宝芝林 ,http://121.51.249.99/txdirect.hls.huya.com/src/1199561179116-1199561179116-5434437289453289472-2399122481688-10057-A-0-1.m3u8
楚留香,http://121.51.249.99/txdirect.hls.huya.com/src/1199561219773-1199561219773-5434611909938642944-2399122563002-10057-A-0-1.m3u8
镖行天下,http://121.51.249.99/txdirect.hls.huya.com/src/1449574253-1449574253-6225874009758629888-2847699210-10057-A-0-1.m3u8
港剧优1,http://121.51.249.99/txdirect.hls.huya.com/src/1199561185548-1199561185548-5434464914682937344-2399122494552-10057-A-0-1.m3u8
港剧优2,http://121.51.249.99/txdirect.hls.huya.com/src/1524434070-1524434070-6547394475558174720-3048991596-10057-A-0-1.m3u8
港剧优3,http://121.51.249.99/txdirect.hls.huya.com/src/1524418070-1524418070-6547325756081438720-3048959596-10057-A-0-1.m3u8
港剧优4,http://121.51.249.99/txdirect.hls.huya.com/src/1524434090-1524434090-6547394561457520640-3048991636-10057-A-0-1.m3u8
